'dates', 'ACI', 'BI', 'DNSI', 'AEI', 'ADI', 'HS', 'HT', 'SC', 'dBFS'
2021-05-07T04:19:01Z,242.617,3.958,0.677,0.078,2.29,0.892,399.906,6126.421,-61.671
2021-05-07T04:19:21Z,243.124,0.863,0.682,0.118,2.274,0.89,401.354,6103.048,-61.633
2021-05-07T04:19:31Z,243.076,2.176,0.676,0.089,2.286,0.89,400.588,6112.553,-61.652
2021-05-07T04:19:41Z,242.964,2.155,0.675,0.09,2.286,0.896,398.623,6211.371,-61.703
2021-05-07T04:19:51Z,243.315,0.584,0.677,0.126,2.27,0.893,400.517,6150.517,-61.654
2021-05-07T04:20:01Z,242.729,0.593,0.676,0.127,2.27,0.888,402.234,6050.978,-61.611
2021-05-07T04:20:21Z,242.456,0.803,0.669,0.165,2.247,0.89,402.237,6083.293,-61.612
2021-05-07T04:20:31Z,242.418,2.074,0.677,0.124,2.271,0.89,400.847,6093.943,-61.646
2021-05-07T04:20:41Z,241.758,2.069,0.677,0.124,2.271,0.89,400.621,6094.362,-61.652
2021-05-07T04:20:51Z,241.816,2.232,0.675,0.118,2.273,0.893,399.518,6138.917,-61.681
2021-05-07T04:21:01Z,242.245,2.282,0.677,0.117,2.274,0.892,400.174,6122.702,-61.664
2021-05-07T04:21:21Z,242.123,0.767,0.68,0.159,2.25,0.883,405.542,5986.869,-61.528
2021-05-07T04:21:31Z,242.272,0.72,0.68,0.155,2.252,0.89,401.479,6119.156,-61.631
2021-05-07T04:21:41Z,242.584,1.287,0.682,0.136,2.264,0.895,398.253,6188.733,-61.711
2021-05-07T04:21:51Z,242.77,1.324,0.685,0.137,2.264,0.897,396.666,6211.185,-61.751
2021-05-07T04:22:01Z,242.757,3.544,0.683,0.084,2.288,0.902,394.231,6300.233,-61.815
2021-05-07T04:22:21Z,242.816,1.86,0.684,0.105,2.28,0.895,399.471,6190.481,-61.681
2021-05-07T04:22:31Z,242.238,1.834,0.682,0.105,2.28,0.897,398.644,6224.73,-61.701
2021-05-07T04:22:41Z,241.977,1.851,0.68,0.105,2.28,0.898,397.157,6249.485,-61.74
2021-05-07T04:22:51Z,242.148,0.548,0.679,0.143,2.261,0.893,398.904,6162.683,-61.695
2021-05-07T04:23:01Z,242.604,0.542,0.684,0.141,2.261,0.894,398.554,6170.106,-61.704
2021-05-07T04:23:21Z,242.903,1.464,0.686,0.108,2.279,0.898,397.522,6245.238,-61.731
2021-05-07T04:23:31Z,242.788,0.684,0.682,0.126,2.27,0.897,396.658,6235.539,-61.752
2021-05-07T04:23:41Z,242.559,0.716,0.681,0.125,2.27,0.897,396.42,6217.289,-61.758
2021-05-07T04:23:51Z,242.112,1.991,0.685,0.094,2.285,0.899,396.238,6245.362,-61.763
2021-05-07T04:24:01Z,242.591,1.99,0.683,0.095,2.284,0.898,397.479,6232.049,-61.732
2021-05-07T04:24:21Z,243.284,26.857,0.684,0.12,2.274,0.9,396.817,6265.822,-61.747
2021-05-07T04:24:31Z,243.242,27.767,0.701,0.12,2.274,0.902,401.281,6286.204,-61.632
2021-05-07T04:24:41Z,242.819,27.709,0.697,0.124,2.272,0.898,403.649,6197.596,-61.571
2021-05-07T04:24:51Z,243.687,0.819,0.682,0.9,0.0,0.826,401.022,5277.613,-61.614
2021-05-07T04:25:01Z,243.636,0.821,0.682,0.9,0.0,0.829,399.35,5314.224,-61.657
2021-05-07T04:25:21Z,242.726,2.384,0.687,0.1,2.282,0.899,397.376,6253.924,-61.734
2021-05-07T04:25:31Z,242.676,2.495,0.686,0.097,2.283,0.897,397.455,6222.466,-61.731
2021-05-07T04:25:41Z,243.344,2.563,0.681,0.097,2.283,0.902,395.725,6299.856,-61.777
2021-05-07T04:25:51Z,243.003,0.615,0.68,0.149,2.256,0.901,395.969,6297.847,-61.77
2021-05-07T04:26:01Z,242.353,0.581,0.681,0.152,2.254,0.891,399.322,6129.194,-61.683
2021-05-07T04:26:21Z,242.42,1.126,0.682,0.111,2.277,0.894,400.346,6156.675,-61.659
2021-05-07T04:26:31Z,243.136,0.589,0.677,0.122,2.271,0.891,401.112,6113.885,-61.638
2021-05-07T04:26:41Z,242.949,0.571,0.676,0.121,2.271,0.89,401.463,6109.903,-61.63
2021-05-07T04:26:51Z,242.596,1.119,0.675,0.111,2.276,0.884,404.854,6001.84,-61.545
2021-05-07T04:27:01Z,242.348,1.133,0.67,0.114,2.275,0.875,409.379,5850.676,-61.433
2021-05-07T04:27:21Z,242.236,1.049,0.651,0.144,2.259,0.833,436.819,5171.281,-60.773
2021-05-07T04:27:31Z,242.443,1.003,0.658,0.156,2.253,0.831,440.393,5142.471,-60.692
2021-05-07T04:27:41Z,242.81,0.984,0.668,0.15,2.256,0.853,426.351,5478.228,-61.021
2021-05-07T04:27:51Z,242.39,0.866,0.667,0.144,2.259,0.866,414.73,5699.8,-61.301
2021-05-07T04:28:01Z,242.432,0.852,0.67,0.142,2.26,0.874,410.887,5816.201,-61.396
2021-05-07T04:28:21Z,242.742,0.565,0.667,0.148,2.257,0.869,415.221,5738.371,-61.289
2021-05-07T04:28:31Z,242.945,2.161,0.673,0.101,2.281,0.878,409.739,5893.823,-61.424
2021-05-07T04:28:41Z,242.612,2.14,0.672,0.101,2.282,0.884,405.551,5995.998,-61.528
2021-05-07T04:28:51Z,241.993,2.588,0.676,0.091,2.286,0.89,402.758,6099.256,-61.598
2021-05-07T04:29:01Z,242.422,1.384,0.682,0.113,2.275,0.887,402.887,6059.679,-61.594
2021-05-07T04:29:21Z,242.627,0.649,0.688,0.105,2.279,0.893,400.612,6170.836,-61.652
2021-05-07T04:29:31Z,242.761,0.615,0.684,0.105,2.279,0.894,398.661,6173.79,-61.7
2021-05-07T04:29:41Z,242.574,1.152,0.685,0.093,2.285,0.893,398.697,6143.631,-61.7
2021-05-07T04:29:51Z,242.745,2.271,0.684,0.074,2.291,0.895,398.922,6167.963,-61.695
2021-05-07T04:30:01Z,243.552,1.426,0.678,0.092,2.285,0.896,398.515,6190.644,-61.704
2021-05-07T04:30:21Z,242.439,1.282,0.683,0.137,2.264,0.897,397.108,6205.031,-61.74
2021-05-07T04:30:31Z,242.805,1.306,0.684,0.136,2.264,0.901,395.427,6282.919,-61.784
2021-05-07T04:30:41Z,242.912,3.08,0.683,0.091,2.285,0.9,396.792,6268.853,-61.749
2021-05-07T04:30:51Z,242.362,0.661,0.681,0.157,2.25,0.896,398.178,6190.019,-61.713
2021-05-07T04:31:01Z,242.543,0.672,0.678,0.16,2.25,0.895,398.27,6162.509,-61.711
2021-05-07T04:31:21Z,242.558,32.794,0.683,0.102,2.281,0.898,397.546,6217.234,-61.729
2021-05-07T04:31:31Z,255.955,10.49,0.938,0.847,0.623,0.701,430.976,5799.92,-60.612
2021-05-07T04:31:41Z,255.469,10.501,0.939,0.847,0.623,0.701,430.201,5823.099,-60.63
2021-05-07T04:31:51Z,241.801,34.013,0.684,0.079,2.29,0.901,395.924,6294.539,-61.771
2021-05-07T04:32:01Z,242.625,33.629,0.681,0.088,2.287,0.896,396.917,6197.064,-61.745
2021-05-07T04:32:21Z,243.042,2.508,0.688,0.105,2.28,0.9,396.769,6244.537,-61.749
2021-05-07T04:32:31Z,243.143,2.494,0.684,0.105,2.28,0.899,396.161,6245.664,-61.764
2021-05-07T04:32:41Z,242.563,0.612,0.684,0.157,2.251,0.897,396.123,6223.852,-61.765
2021-05-07T04:32:51Z,242.003,0.609,0.687,0.158,2.25,0.899,396.07,6248.739,-61.767
2021-05-07T04:33:01Z,242.391,1.679,0.684,0.125,2.27,0.901,395.373,6300.935,-61.785
2021-05-07T04:33:21Z,242.302,0.579,0.682,0.128,2.269,0.894,397.324,6165.118,-61.734
2021-05-07T04:33:31Z,242.533,3.063,0.684,0.072,2.292,0.9,394.591,6277.059,-61.805
2021-05-07T04:33:41Z,242.647,1.642,0.683,0.099,2.282,0.902,394.306,6305.804,-61.813
2021-05-07T04:33:51Z,242.356,1.675,0.682,0.099,2.282,0.899,395.577,6234.087,-61.779
2021-05-07T04:34:01Z,242.541,2.046,0.684,0.092,2.285,0.897,396.162,6195.621,-61.764
2021-05-07T04:34:21Z,242.966,0.753,0.689,0.144,2.261,0.897,397.139,6210.23,-61.739
2021-05-07T04:34:31Z,243.182,0.697,0.685,0.141,2.262,0.897,395.94,6209.524,-61.77
2021-05-07T04:34:41Z,242.622,2.793,0.683,0.087,2.287,0.902,395.126,6286.267,-61.792
2021-05-07T04:34:51Z,242.357,1.063,0.684,0.13,2.267,0.899,396.382,6252.354,-61.759
2021-05-07T04:35:01Z,242.799,1.313,0.681,0.131,2.266,0.895,398.015,6177.772,-61.715
2021-05-07T04:35:21Z,242.834,23.529,0.684,0.13,2.268,0.9,396.362,6243.913,-61.759
2021-05-07T04:35:31Z,279.029,19.493,0.963,0.572,1.666,0.71,515.729,4624.031,-58.529
2021-05-07T04:35:41Z,279.217,19.493,0.963,0.566,1.678,0.71,517.242,4614.522,-58.501
2021-05-07T04:35:51Z,244.178,25.271,0.687,0.1,2.282,0.897,398.167,6176.848,-61.712
2021-05-07T04:36:01Z,243.282,23.411,0.682,0.13,2.267,0.902,395.103,6301.719,-61.792
2021-05-07T04:36:21Z,243.143,0.618,0.683,0.161,2.248,0.899,396.327,6242.98,-61.759
2021-05-07T04:36:31Z,242.747,0.583,0.677,0.164,2.247,0.902,394.275,6300.569,-61.814
2021-05-07T04:36:41Z,242.691,2.137,0.677,0.114,2.276,0.903,394.64,6319.41,-61.804
2021-05-07T04:36:51Z,242.689,2.752,0.679,0.098,2.282,0.9,396.111,6277.224,-61.765
2021-05-07T04:37:01Z,242.837,3.518,0.682,0.084,2.288,0.901,395.458,6281.973,-61.782
2021-05-07T04:37:21Z,242.731,8.403,0.68,0.103,2.281,0.902,395.9,6301.822,-61.77
2021-05-07T04:37:31Z,257.506,1.862,0.692,0.596,1.529,0.901,408.235,6469.417,-61.429
2021-05-07T04:37:41Z,260.521,1.884,0.698,0.592,1.537,0.901,411.306,6540.328,-61.352
2021-05-07T04:37:51Z,247.36,7.55,0.688,0.123,2.271,0.902,399.857,6359.568,-61.667
2021-05-07T04:38:01Z,242.388,9.506,0.688,0.098,2.283,0.898,397.65,6198.534,-61.724
2021-05-07T04:38:21Z,242.535,11.612,0.687,0.096,2.283,0.902,396.049,6290.881,-61.769
2021-05-07T04:38:31Z,242.455,7.709,0.678,0.213,2.208,0.901,395.411,6283.418,-61.785
2021-05-07T04:38:41Z,243.136,7.719,0.679,0.212,2.209,0.894,397.503,6151.579,-61.73
2021-05-07T04:38:51Z,245.696,4.68,0.732,0.759,1.002,0.899,405.217,6132.774,-61.513
2021-05-07T04:39:01Z,245.591,4.677,0.732,0.759,0.999,0.902,404.239,6208.496,-61.538
2021-05-07T04:39:21Z,242.414,0.875,0.682,0.103,2.281,0.893,399.857,6139.186,-61.67
2021-05-07T04:39:31Z,242.291,0.635,0.68,0.107,2.279,0.896,398.18,6175.459,-61.713
2021-05-07T04:39:41Z,242.928,0.648,0.683,0.108,2.278,0.897,397.58,6205.126,-61.728
2021-05-07T04:39:51Z,243.0,1.358,0.683,0.092,2.285,0.895,397.855,6173.178,-61.72
2021-05-07T04:40:01Z,242.531,1.306,0.679,0.092,2.285,0.896,397.538,6166.405,-61.729
2021-05-07T04:40:21Z,242.433,16.204,0.676,0.1,2.282,0.9,397.783,6254.035,-61.723
2021-05-07T04:40:31Z,245.462,6.371,0.892,0.707,1.159,0.805,480.018,6277.323,-59.691
2021-05-07T04:40:41Z,246.712,7.22,0.918,0.733,1.146,0.771,525.716,6291.946,-58.76
2021-05-07T04:40:51Z,245.163,8.735,0.877,0.706,1.238,0.824,476.873,6255.455,-59.797
2021-05-07T04:41:01Z,244.304,12.636,0.898,0.623,1.589,0.798,509.158,6146.935,-59.12
2021-05-07T04:41:21Z,245.223,6.366,0.849,0.739,1.203,0.853,452.39,6190.584,-60.35
2021-05-07T04:41:31Z,244.983,5.109,0.833,0.757,1.156,0.858,439.332,6182.647,-60.653
2021-05-07T04:41:41Z,243.066,13.603,0.687,0.101,2.282,0.902,397.423,6234.363,-61.731
2021-05-07T04:41:51Z,242.651,12.927,0.684,0.117,2.275,0.901,396.681,6225.347,-61.749
2021-05-07T04:42:01Z,243.163,13.077,0.687,0.115,2.276,0.904,395.508,6294.097,-61.78
2021-05-07T04:42:21Z,242.81,0.937,0.693,0.152,2.256,0.903,396.112,6265.95,-61.765
2021-05-07T04:42:31Z,243.156,1.054,0.693,0.147,2.259,0.904,395.455,6285.702,-61.782
2021-05-07T04:42:41Z,243.067,1.986,0.687,0.118,2.274,0.901,395.963,6269.229,-61.769
2021-05-07T04:42:51Z,243.276,1.771,0.684,0.123,2.271,0.896,398.182,6163.224,-61.712
2021-05-07T04:43:01Z,243.304,2.061,0.682,0.117,2.275,0.894,399.176,6120.8,-61.687
2021-05-07T04:43:21Z,247.654,4.253,0.732,0.14,2.26,0.9,414.501,6189.606,-61.296
2021-05-07T04:43:31Z,247.103,4.194,0.734,0.153,2.255,0.899,414.121,6076.766,-61.306
2021-05-07T04:43:41Z,244.216,2.459,0.717,0.158,2.254,0.901,405.774,6079.386,-61.518
2021-05-07T04:43:51Z,244.351,3.134,0.708,0.123,2.273,0.906,401.363,6226.667,-61.63
2021-05-07T04:44:01Z,243.558,2.595,0.698,0.126,2.271,0.901,400.647,6195.46,-61.649
2021-05-07T04:44:21Z,243.512,3.458,0.703,0.102,2.282,0.906,400.063,6259.992,-61.665
2021-05-07T04:44:31Z,243.37,4.716,0.709,0.102,2.282,0.903,403.406,6188.442,-61.577
2021-05-07T04:44:41Z,243.306,5.008,0.713,0.103,2.282,0.901,405.436,6123.592,-61.524
2021-05-07T04:44:51Z,243.125,1.557,0.696,0.149,2.259,0.898,401.863,6123.519,-61.619
2021-05-07T04:45:01Z,243.413,1.691,0.703,0.146,2.261,0.899,403.232,6108.745,-61.584
2021-05-07T04:45:21Z,243.2,3.084,0.71,0.115,2.277,0.901,405.963,6115.291,-61.514
2021-05-07T04:45:31Z,242.765,2.136,0.691,0.11,2.279,0.899,400.465,6156.124,-61.653
2021-05-07T04:45:41Z,242.776,2.423,0.692,0.105,2.282,0.903,398.267,6221.142,-61.71
2021-05-07T04:45:51Z,243.101,2.487,0.698,0.107,2.281,0.9,400.412,6142.709,-61.655
2021-05-07T04:46:01Z,243.544,1.606,0.702,0.134,2.268,0.899,403.038,6095.798,-61.589
2021-05-07T04:46:21Z,244.367,2.096,0.705,0.124,2.273,0.9,404.317,6116.222,-61.558
2021-05-07T04:46:31Z,243.713,1.951,0.702,0.127,2.271,0.896,404.081,6056.148,-61.562
2021-05-07T04:46:41Z,242.892,2.667,0.692,0.103,2.282,0.894,404.318,6030.631,-61.557
2021-05-07T04:46:51Z,242.947,2.522,0.68,0.103,2.282,0.898,403.07,6105.629,-61.589
2021-05-07T04:47:01Z,243.149,2.257,0.673,0.103,2.282,0.899,401.179,6144.677,-61.636
2021-05-07T04:47:21Z,242.794,5.558,0.682,0.138,2.265,0.901,401.437,6195.436,-61.628
2021-05-07T04:47:31Z,243.557,5.765,0.685,0.153,2.256,0.904,399.837,6242.028,-61.669
2021-05-07T04:47:41Z,244.293,5.722,0.689,0.152,2.256,0.902,399.803,6233.272,-61.67
2021-05-07T04:47:51Z,243.913,4.65,0.687,0.204,2.222,0.898,402.296,6139.508,-61.607
2021-05-07T04:48:01Z,244.432,2.828,0.7,0.379,2.022,0.9,405.616,6134.899,-61.521
2021-05-07T04:48:21Z,244.247,2.306,0.679,0.796,0.815,0.892,408.445,5962.6,-61.447
2021-05-07T04:48:31Z,242.911,14.033,0.658,0.084,2.289,0.896,403.325,6063.382,-61.581
2021-05-07T04:48:41Z,242.903,11.797,0.675,0.135,2.268,0.9,399.66,6182.54,-61.675
2021-05-07T04:48:51Z,242.677,12.033,0.689,0.132,2.269,0.896,401.243,6132.558,-61.634
2021-05-07T04:49:01Z,242.611,12.741,0.692,0.115,2.276,0.899,400.728,6151.999,-61.647
2021-05-07T04:49:21Z,243.23,4.088,0.687,0.074,2.291,0.904,397.819,6277.509,-61.722
2021-05-07T04:49:31Z,242.919,1.078,0.682,0.138,2.264,0.899,397.812,6210.147,-61.721
2021-05-07T04:49:41Z,243.039,1.064,0.683,0.138,2.264,0.898,396.974,6194.747,-61.743
2021-05-07T04:49:51Z,242.863,1.776,0.688,0.114,2.275,0.903,395.131,6298.118,-61.791
2021-05-07T04:50:01Z,243.169,0.994,0.687,0.152,2.255,0.904,396.409,6305.474,-61.757
2021-05-07T04:50:21Z,243.14,2.889,0.741,0.274,2.162,0.898,412.246,6212.499,-61.352
2021-05-07T04:50:31Z,242.77,6.227,0.69,0.086,2.288,0.904,397.313,6298.078,-61.736
2021-05-07T04:50:41Z,242.706,5.626,0.679,0.095,2.285,0.902,396.717,6254.208,-61.75
2021-05-07T04:50:51Z,242.154,2.586,0.676,0.185,2.234,0.899,397.004,6197.784,-61.742
2021-05-07T04:51:01Z,242.441,2.64,0.679,0.18,2.237,0.898,398.137,6186.13,-61.714
2021-05-07T04:51:21Z,242.365,2.172,0.679,0.101,2.282,0.896,399.9,6158.205,-61.668
2021-05-07T04:51:31Z,243.121,2.57,0.679,0.092,2.285,0.895,400.32,6144.341,-61.658
2021-05-07T04:51:41Z,242.887,0.801,0.685,0.135,2.265,0.896,400.723,6170.256,-61.649
2021-05-07T04:51:51Z,242.373,0.919,0.684,0.139,2.264,0.895,401.366,6135.289,-61.632
2021-05-07T04:52:01Z,242.575,1.549,0.682,0.125,2.272,0.893,402.855,6071.69,-61.594
2021-05-07T04:52:21Z,242.542,2.023,0.68,0.14,2.262,0.895,400.694,6126.975,-61.649
2021-05-07T04:52:31Z,242.727,0.627,0.678,0.188,2.229,0.892,401.436,6091.116,-61.629
2021-05-07T04:52:41Z,243.144,0.659,0.667,0.193,2.226,0.886,404.11,5968.466,-61.56
2021-05-07T04:52:51Z,242.873,1.685,0.67,0.151,2.256,0.893,401.401,6092.872,-61.63
2021-05-07T04:53:01Z,243.179,1.64,0.679,0.148,2.257,0.9,397.374,6246.169,-61.735
2021-05-07T04:53:21Z,242.337,2.593,0.68,0.096,2.284,0.897,398.788,6185.745,-61.697
2021-05-07T04:53:31Z,242.769,1.806,0.686,0.112,2.277,0.902,395.621,6273.764,-61.778
2021-05-07T04:53:41Z,243.167,0.77,0.689,0.137,2.263,0.903,396.426,6300.759,-61.757
2021-05-07T04:53:51Z,242.818,0.736,0.685,0.139,2.262,0.902,396.179,6281.44,-61.764
2021-05-07T04:54:01Z,242.684,1.32,0.687,0.123,2.271,0.903,395.295,6286.058,-61.787
2021-05-07T04:54:21Z,242.872,8.145,0.683,0.109,2.279,0.897,399.01,6199.729,-61.69
2021-05-07T04:54:31Z,242.23,7.371,0.683,0.126,2.27,0.898,398.109,6194.882,-61.713
2021-05-07T04:54:41Z,242.833,7.096,0.688,0.14,2.263,0.901,396.794,6254.669,-61.748
2021-05-07T04:54:51Z,244.732,5.773,0.815,0.526,1.812,0.882,434.2,5891.247,-60.789
2021-05-07T04:55:01Z,244.189,5.75,0.815,0.528,1.806,0.881,435.226,5851.832,-60.766
2021-05-07T04:55:21Z,242.814,8.052,0.688,0.129,2.268,0.904,396.579,6303.979,-61.754
2021-05-07T04:55:31Z,242.795,8.004,0.68,0.131,2.266,0.896,398.819,6166.189,-61.696
2021-05-07T04:55:41Z,242.74,9.034,0.681,0.106,2.279,0.894,399.192,6125.494,-61.686
2021-05-07T04:55:51Z,242.821,9.701,0.683,0.091,2.285,0.898,398.214,6206.144,-61.712
2021-05-07T04:56:01Z,242.542,0.568,0.68,0.661,1.343,0.894,399.283,6147.524,-61.683
2021-05-07T04:56:21Z,242.957,0.575,0.681,0.128,2.268,0.89,401.777,6053.609,-61.621
2021-05-07T04:56:31Z,242.867,1.877,0.676,0.096,2.283,0.894,399.866,6134.784,-61.671
2021-05-07T04:56:41Z,242.256,2.102,0.675,0.092,2.285,0.895,401.24,6158.231,-61.636
2021-05-07T04:56:51Z,242.016,1.246,0.681,0.11,2.278,0.896,402.086,6156.926,-61.613
2021-05-07T04:57:01Z,242.375,1.248,0.682,0.11,2.277,0.894,403.404,6114.31,-61.581
2021-05-07T04:57:21Z,242.988,0.674,0.687,0.124,2.27,0.894,401.811,6147.373,-61.62
2021-05-07T04:57:31Z,242.614,0.655,0.681,0.127,2.27,0.897,398.41,6173.378,-61.706
2021-05-07T04:57:41Z,241.962,1.492,0.678,0.107,2.28,0.899,396.767,6213.859,-61.749
2021-05-07T04:57:51Z,242.547,0.876,0.682,0.12,2.273,0.899,396.712,6223.882,-61.751
2021-05-07T04:58:01Z,243.09,0.89,0.683,0.118,2.274,0.896,397.857,6179.616,-61.72
2021-05-07T04:58:21Z,242.514,0.717,0.68,0.204,2.217,0.9,396.686,6220.443,-61.75
2021-05-07T04:58:31Z,242.842,0.678,0.682,0.202,2.217,0.896,397.723,6171.642,-61.723
2021-05-07T04:58:41Z,242.858,3.687,0.683,0.101,2.281,0.899,396.881,6206.637,-61.745
2021-05-07T04:58:51Z,242.947,2.692,0.684,0.127,2.269,0.902,395.525,6264.629,-61.781
2021-05-07T04:59:01Z,242.352,2.666,0.678,0.129,2.268,0.901,396.858,6248.726,-61.746
2021-05-07T04:59:21Z,242.519,3.027,0.678,0.089,2.287,0.894,399.728,6122.92,-61.673
2021-05-07T04:59:31Z,242.481,0.72,0.673,0.146,2.259,0.899,397.066,6197.255,-61.742
2021-05-07T04:59:41Z,242.216,0.652,0.676,0.147,2.258,0.9,397.018,6233.989,-61.743
2021-05-07T04:59:51Z,242.732,0.669,0.675,0.152,2.255,0.895,399.553,6144.869,-61.677
2021-05-07T05:00:01Z,242.912,2.706,0.673,0.096,2.283,0.893,399.443,6114.384,-61.68
2021-05-07T05:00:21Z,242.635,0.642,0.681,0.144,2.26,0.898,398.61,6196.536,-61.701
2021-05-07T05:00:31Z,242.284,0.625,0.678,0.146,2.259,0.895,398.19,6148.532,-61.712
2021-05-07T05:00:41Z,242.188,0.864,0.675,0.137,2.264,0.898,396.674,6190.001,-61.752
2021-05-07T05:00:51Z,242.042,1.166,0.679,0.125,2.27,0.9,396.955,6225.637,-61.745
2021-05-07T05:01:01Z,242.494,1.466,0.68,0.117,2.274,0.897,398.089,6166.365,-61.715
2021-05-07T05:01:21Z,242.695,2.398,0.676,0.097,2.283,0.898,397.426,6194.22,-61.732
2021-05-07T05:01:31Z,242.83,2.385,0.673,0.099,2.283,0.897,397.867,6168.399,-61.72
2021-05-07T05:01:41Z,242.926,0.584,0.673,0.146,2.258,0.894,398.267,6109.041,-61.71
2021-05-07T05:01:51Z,243.441,0.575,0.677,0.145,2.259,0.896,396.323,6157.308,-61.76
2021-05-07T05:02:01Z,243.287,2.07,0.679,0.105,2.28,0.899,395.673,6208.025,-61.777
2021-05-07T05:02:21Z,242.811,1.166,0.677,0.146,2.259,0.895,399.079,6150.338,-61.689
2021-05-07T05:02:31Z,242.75,1.094,0.676,0.147,2.259,0.897,397.417,6173.444,-61.732
2021-05-07T05:02:41Z,242.703,1.777,0.676,0.126,2.27,0.898,397.481,6197.02,-61.731
2021-05-07T05:02:51Z,242.923,2.668,0.678,0.103,2.28,0.895,398.882,6139.286,-61.695
2021-05-07T05:03:01Z,242.88,0.565,0.679,0.161,2.247,0.895,398.959,6142.975,-61.692
2021-05-07T05:03:21Z,241.877,2.923,0.681,0.112,2.278,0.896,398.811,6147.977,-61.696
2021-05-07T05:03:31Z,242.709,2.768,0.677,0.112,2.277,0.897,398.169,6161.271,-61.712
2021-05-07T05:03:41Z,242.846,3.117,0.675,0.102,2.281,0.898,396.997,6195.662,-61.743
2021-05-07T05:03:51Z,242.614,0.611,0.675,0.179,2.238,0.899,395.804,6220.264,-61.773
2021-05-07T05:04:01Z,242.321,0.603,0.676,0.179,2.238,0.895,397.693,6137.331,-61.724
2021-05-07T05:04:21Z,242.804,2.421,0.673,0.095,2.284,0.897,397.57,6167.805,-61.729
2021-05-07T05:04:31Z,242.879,0.667,0.672,0.139,2.262,0.896,396.878,6158.739,-61.746
2021-05-07T05:04:41Z,242.326,0.664,0.673,0.141,2.261,0.892,398.364,6078.192,-61.707
2021-05-07T05:04:51Z,242.233,0.692,0.677,0.14,2.263,0.894,398.397,6101.281,-61.707
2021-05-07T05:05:01Z,242.36,3.549,0.676,0.075,2.292,0.899,397.394,6195.939,-61.733
2021-05-07T05:05:21Z,242.506,3.23,0.681,0.096,2.283,0.893,399.488,6116.644,-61.679
2021-05-07T05:05:31Z,242.704,3.624,0.676,0.088,2.286,0.894,398.135,6111.161,-61.714
2021-05-07T05:05:41Z,242.884,2.983,0.676,0.103,2.281,0.895,397.376,6137.266,-61.733
2021-05-07T05:05:51Z,242.563,0.748,0.679,0.164,2.247,0.895,396.917,6146.329,-61.744
2021-05-07T05:06:01Z,242.535,0.748,0.677,0.162,2.248,0.896,395.935,6158.74,-61.769
2021-05-07T05:06:21Z,242.732,3.125,0.682,0.113,2.276,0.897,397.607,6162.934,-61.728
2021-05-07T05:06:31Z,242.884,3.084,0.677,0.114,2.276,0.893,399.414,6089.067,-61.682
2021-05-07T05:06:41Z,242.601,3.281,0.678,0.106,2.279,0.894,399.082,6126.215,-61.69
2021-05-07T05:06:51Z,243.166,3.309,0.678,0.108,2.279,0.897,397.971,6162.404,-61.719
2021-05-07T05:07:01Z,243.622,0.547,0.673,0.204,2.219,0.893,398.009,6091.502,-61.716
2021-05-07T05:07:21Z,242.415,1.144,0.68,0.12,2.273,0.897,397.713,6174.276,-61.726
2021-05-07T05:07:31Z,242.573,0.633,0.674,0.135,2.265,0.893,399.447,6094.776,-61.681
2021-05-07T05:07:41Z,242.66,0.636,0.677,0.132,2.265,0.888,400.589,6018.678,-61.651
2021-05-07T05:07:51Z,242.511,1.142,0.678,0.117,2.273,0.892,399.298,6072.293,-61.683
2021-05-07T05:08:01Z,242.755,1.531,0.678,0.109,2.278,0.896,396.874,6153.154,-61.746
2021-05-07T05:08:21Z,242.944,1.309,0.682,0.106,2.28,0.892,398.73,6079.064,-61.698
2021-05-07T05:08:31Z,242.628,0.698,0.679,0.121,2.273,0.895,396.281,6121.981,-61.762
2021-05-07T05:08:41Z,242.666,0.704,0.672,0.12,2.273,0.895,397.703,6128.612,-61.726
2021-05-07T05:08:51Z,242.837,0.888,0.668,0.116,2.274,0.89,399.992,6057.664,-61.666
2021-05-07T05:09:01Z,242.64,1.454,0.672,0.102,2.281,0.889,400.587,6037.714,-61.65
2021-05-07T05:09:21Z,242.795,1.728,0.669,0.125,2.27,0.893,399.227,6092.646,-61.686
2021-05-07T05:09:31Z,242.627,0.627,0.67,0.161,2.25,0.891,398.979,6051.253,-61.692
2021-05-07T05:09:41Z,242.406,0.629,0.675,0.159,2.25,0.889,399.574,6032.319,-61.677
2021-05-07T05:09:51Z,242.376,1.988,0.675,0.119,2.273,0.891,399.271,6051.349,-61.685
2021-05-07T05:10:01Z,243.103,0.94,0.667,0.154,2.254,0.887,400.817,5968.993,-61.645
2021-05-07T05:10:21Z,242.816,1.481,0.672,0.094,2.284,0.886,402.277,5982.595,-61.61
2021-05-07T05:10:31Z,242.44,1.438,0.672,0.094,2.284,0.891,399.376,6052.751,-61.683
2021-05-07T05:10:41Z,242.818,0.923,0.673,0.106,2.279,0.888,400.248,5995.602,-61.659
2021-05-07T05:10:51Z,242.469,0.668,0.667,0.115,2.276,0.886,401.192,5946.219,-61.636
2021-05-07T05:11:01Z,241.938,0.695,0.666,0.114,2.276,0.889,400.664,5996.045,-61.65
2021-05-07T05:11:21Z,242.796,0.64,0.675,0.163,2.247,0.888,401.857,6007.932,-61.62
2021-05-07T05:11:31Z,242.946,3.279,0.671,0.093,2.285,0.889,400.205,6003.827,-61.661
